iter	Logloss
1513	0.4099901686
1514	0.4099798644
1515	0.4099660673
1516	0.4099571639
1517	0.4099520926
1518	0.4099385999
1519	0.4099293706
1520	0.4099118429
1521	0.409878148
1522	0.4098587607
1523	0.4098206105
1524	0.4098105803
1525	0.4097929709
1526	0.4097780027
1527	0.4097584052
1528	0.4097460791
1529	0.4097348678
1530	0.4097196824
1531	0.4096873515
1532	0.4096775398
1533	0.4096650179
1534	0.4096421515
1535	0.4096235672
1536	0.4095965179
1537	0.4095791853
1538	0.4095491322
1539	0.4095223484
1540	0.409498606
1541	0.4094707402
1542	0.4094184614
1543	0.4094073521
1544	0.4093728715
1545	0.4093641902
1546	0.4093316652
1547	0.409319135
1548	0.4092982976
1549	0.4092670996
1550	0.4092381396
1551	0.409223987
1552	0.4091964639
1553	0.4091776677
1554	0.4091609436
1555	0.4091515535
1556	0.4091291563
1557	0.4091144311
1558	0.4090837845
1559	0.4090562456
1560	0.4090324316
1561	0.4090246303
1562	0.4090132841
1563	0.4089960958
1564	0.4089800784
1565	0.4089740415
1566	0.4089453731
1567	0.4089321328
1568	0.4089093278
1569	0.4088809734
1570	0.4088693612
1571	0.4088524591
1572	0.4088256196
1573	0.4088097181
1574	0.4088019933
1575	0.4087517278
1576	0.40872424
1577	0.4087004246
1578	0.4086821578
1579	0.4086613842
1580	0.4086392793
1581	0.4086270845
1582	0.4085783518
1583	0.4085625153
1584	0.4085512005
1585	0.4085435058
1586	0.4085403562
1587	0.4085183065
1588	0.4084933462
1589	0.4084839095
1590	0.4084762378
1591	0.4084590926
1592	0.4084159523
1593	0.4084085003
1594	0.408376086
1595	0.4083664839
1596	0.4083359324
1597	0.4083159007
1598	0.4082869846
1599	0.4082613455
1600	0.408225149
1601	0.4082096596
1602	0.4081768079
1603	0.4081637001
1604	0.4081476562
1605	0.4081169659
1606	0.4080921383
1607	0.4080894508
1608	0.4080624512
1609	0.4080368366
1610	0.4080327706
1611	0.4079930404
1612	0.4079540796
1613	0.4079225085
1614	0.4079165275
1615	0.4078992173
1616	0.4078895589
1617	0.4078663658
1618	0.4078491721
1619	0.4078279294
1620	0.4078225915
1621	0.4077835213
1622	0.4077641398
1623	0.4077420087
1624	0.4077072401
1625	0.4076760705
1626	0.407661533
1627	0.4076454894
1628	0.4076264179
1629	0.4076171317
1630	0.4075868999
1631	0.4075663349
1632	0.4075290944
1633	0.407522141
1634	0.4074952204
1635	0.4074836781
1636	0.4074627307
1637	0.4074347424
1638	0.4074219429
1639	0.4073975585
1640	0.4073906661
1641	0.40736238
1642	0.4073506827
1643	0.4073349848
1644	0.4073142322
1645	0.4073086601
1646	0.4072775841
1647	0.4072713286
1648	0.4072656961
1649	0.4072577779
1650	0.4072272286
1651	0.4072185714
1652	0.40720672
1653	0.407179523
1654	0.4071679102
1655	0.4071535579
1656	0.4071493705
1657	0.407114548
1658	0.4070750918
1659	0.4070540763
1660	0.4070210048
1661	0.406998529
1662	0.4069757624
1663	0.4069639671
1664	0.4069470055
1665	0.4069350938
1666	0.4069202562
1667	0.4069020975
1668	0.4068713371
1669	0.406846002
1670	0.4068234041
1671	0.4067774247
1672	0.4067569294
1673	0.4067314738
1674	0.406723715
1675	0.4067004543
1676	0.4066753824
1677	0.4066623384
1678	0.4066469814
1679	0.4066262696
1680	0.4066163778
1681	0.4065948977
1682	0.4065822803
1683	0.4065702524
1684	0.4065668916
1685	0.4065171147
1686	0.4064844855
1687	0.4064641114
1688	0.4064307026
1689	0.4064226763
1690	0.4063850555
1691	0.406361868
1692	0.4063408396
1693	0.4063316285
1694	0.4063129038
1695	0.4062980172
1696	0.4062612876
1697	0.4062441202
1698	0.4062225264
1699	0.4061890406
1700	0.406167882
1701	0.4061405272
1702	0.406100882
1703	0.4060910287
1704	0.406074041
1705	0.406027677
1706	0.4060175472
1707	0.4059708255
1708	0.4059544949
1709	0.4059430572
1710	0.4059207585
1711	0.4058798453
1712	0.4058726715
1713	0.405843362
1714	0.4058266651
1715	0.4057834352
1716	0.4057482964
1717	0.405744444
1718	0.4057214336
1719	0.4057185018
1720	0.4056758675
1721	0.4056448107
1722	0.4056263054
1723	0.4056098733
1724	0.4055934524
1725	0.4055892187
1726	0.405565639
1727	0.4055514
1728	0.405534378
1729	0.4055108895
1730	0.4054873464
1731	0.4054826045
1732	0.4054574973
1733	0.4054403843
1734	0.4054306089
1735	0.4054077804
1736	0.4053915479
1737	0.4053737793
1738	0.4053232742
1739	0.4053038489
1740	0.4052885637
1741	0.4052607229
1742	0.4052545217
1743	0.4052397055
1744	0.4052242627
1745	0.405201722
1746	0.4051982914
1747	0.4051848358
1748	0.4051656432
1749	0.4051590513
1750	0.4051410226
1751	0.4051112734
1752	0.4050922895
1753	0.405086477
1754	0.4050447814
1755	0.4050341351
1756	0.4050035966
1757	0.4049988728
1758	0.4049843713
1759	0.4049713854
1760	0.4049309031
1761	0.4049247729
1762	0.4049094226
1763	0.4048916448
1764	0.4048856649
1765	0.4048604306
1766	0.4048500904
1767	0.404830318
1768	0.4047947206
1769	0.4047649935
1770	0.4047545136
1771	0.4047376378
1772	0.4047010739
1773	0.4046931546
1774	0.4046856618
1775	0.4046640954
1776	0.4046541036
1777	0.4046224827
1778	0.4045976626
1779	0.404556947
1780	0.4045101238
1781	0.4044927783
1782	0.4044712139
1783	0.4044527038
1784	0.4044314716
1785	0.4044041513
1786	0.4043846286
1787	0.4043754638
1788	0.404370067
1789	0.4043484895
1790	0.4043314256
1791	0.4043190448
1792	0.4042847865
1793	0.4042725464
1794	0.4042536694
1795	0.4042254984
1796	0.4041960035
1797	0.4041918795
1798	0.4041883029
1799	0.4041554011
1800	0.4041222698
1801	0.4041090707
1802	0.4040940525
1803	0.4040669596
1804	0.4040383501
1805	0.4040230576
1806	0.4040027975
1807	0.4039853473
1808	0.4039651134
1809	0.4039482208
1810	0.4039305732
1811	0.4039157951
1812	0.403884525
1813	0.4038706364
1814	0.4038537522
1815	0.4038459137
1816	0.4038015784
1817	0.4037854903
1818	0.4037798429
1819	0.4037480213
1820	0.4036965458
1821	0.4036712564
1822	0.4036579067
1823	0.4036385318
1824	0.4036124963
1825	0.4035804884
1826	0.4035495542
1827	0.4035184152
1828	0.4034940173
1829	0.4034752348
1830	0.403470488
1831	0.4034565593
1832	0.4034458413
1833	0.4033851004
1834	0.4033786489
1835	0.4033570769
1836	0.4033442887
1837	0.4033185573
1838	0.4032915003
1839	0.4032583434
1840	0.403234668
1841	0.4032281473
1842	0.4032140321
1843	0.4031919734
1844	0.4031852667
1845	0.4031244674
1846	0.4031065077
1847	0.4030934358
1848	0.4030848273
1849	0.4030615651
1850	0.4030314203
1851	0.4030227326
1852	0.4030137968
1853	0.4029981644
1854	0.402980227
1855	0.4029474178
1856	0.4029309878
1857	0.402915384
1858	0.4028884233
1859	0.4028641842
1860	0.4028499501
1861	0.4028300211
1862	0.4028204313
1863	0.4027940285
1864	0.4027696165
1865	0.4027478357
1866	0.4027084669
1867	0.4026788892
1868	0.4026644163
1869	0.4026586757
1870	0.4026504815
1871	0.4026469014
1872	0.4026414755
1873	0.4026200571
1874	0.4026034216
1875	0.4025757599
1876	0.4025430868
1877	0.4025279955
1878	0.4024993407
1879	0.4024962648
1880	0.4024661508
1881	0.4024496509
1882	0.4024321143
1883	0.4023951612
1884	0.4023662587
1885	0.4023650132
1886	0.4023493985
1887	0.4023319606
1888	0.4023039539
1889	0.4022774284
1890	0.4022660338
1891	0.4022536536
1892	0.4022285948
1893	0.402211285
1894	0.4021836835
1895	0.4021695671
1896	0.4021444507
1897	0.4021153096
1898	0.4020719764
