iter	Logloss
193	0.4467623508
194	0.4467137336
195	0.4466109552
196	0.446544779
197	0.446525004
198	0.4464860093
199	0.4464698963
200	0.4464518619
201	0.4463769416
202	0.4462347086
203	0.4462073826
204	0.4461644935
205	0.4460998293
206	0.4460553235
207	0.4459496345
208	0.4459008689
209	0.4458457574
210	0.4457758484
211	0.4456807419
212	0.4456662086
213	0.445632971
214	0.4456101126
215	0.4455668295
216	0.4455070889
217	0.4454738407
218	0.4454443241
219	0.4453921685
220	0.4452974222
221	0.445279683
222	0.4452310709
223	0.445204673
224	0.4451738297
225	0.4451460776
226	0.44509768
227	0.4450787571
228	0.4450301883
229	0.4449978448
230	0.4449035808
231	0.4448519409
232	0.4448007848
233	0.4447832136
234	0.4447707647
235	0.4447456822
236	0.4447156018
237	0.4447013713
238	0.444675553
239	0.4446197302
240	0.4445820075
241	0.444522906
242	0.444496166
243	0.4444447225
244	0.4444135979
245	0.4443946524
246	0.4443774568
247	0.4443545799
248	0.4443188638
249	0.4442717051
250	0.444256174
251	0.4441853815
252	0.444172491
253	0.4441722818
254	0.4441287667
255	0.4441160021
256	0.444089368
257	0.4440532666
258	0.4440224467
259	0.4440007055
260	0.4439375315
261	0.4438817187
262	0.443848149
263	0.4438073391
264	0.4437900206
265	0.4437516449
266	0.4436736494
267	0.44364803
268	0.4436099037
269	0.44357625
270	0.4435623396
271	0.4435298336
272	0.443522256
273	0.4434901621
274	0.4434638462
275	0.4433184207
276	0.4432736336
277	0.44321249
278	0.4432103174
279	0.4431987724
280	0.4431846424
281	0.4431360866
282	0.4430997263
283	0.4430756182
284	0.4430405587
285	0.4430201182
286	0.442984061
287	0.4429693942
288	0.4429356879
289	0.4429036806
290	0.4428344384
291	0.4428119045
292	0.4427447108
293	0.4427043763
294	0.4426661924
295	0.4426573943
296	0.4426492559
297	0.4425858027
298	0.4425832996
299	0.442492
300	0.4424726273
301	0.4424233638
302	0.4423268373
303	0.4422951976
304	0.4422803371
305	0.4422558433
306	0.4422372357
307	0.4422077188
308	0.4421801256
309	0.4421460335
310	0.4421403623
311	0.4421108035
312	0.4420706197
313	0.4420489322
314	0.4420307251
315	0.442005931
316	0.4419717174
317	0.441934666
318	0.4419246968
319	0.4418808531
320	0.4418094617
321	0.441794225
322	0.4417598263
323	0.441738161
324	0.4416891528
325	0.4416523719
326	0.4416176726
327	0.4415925398
328	0.4415777628
329	0.4415528495
330	0.4415305236
331	0.4415038994
332	0.4414447543
333	0.4414411353
334	0.4414238611
335	0.4413280131
336	0.4412719468
337	0.4412082305
338	0.4411772848
339	0.4411148206
340	0.4410967337
341	0.4410360683
342	0.4410100589
343	0.440974828
344	0.4409604823
345	0.440938227
346	0.4408451189
347	0.4408111285
348	0.4408017889
349	0.4407575841
350	0.4407486357
351	0.44073893
352	0.4406866741
353	0.4406474311
354	0.4406010662
355	0.4405567685
356	0.4405275636
357	0.4404815904
358	0.4404105132
359	0.4403582985
360	0.4403292465
361	0.4403022752
362	0.4402090451
363	0.4401790645
364	0.4401298865
365	0.440101664
366	0.4400954035
367	0.4400789049
368	0.4400489211
369	0.4399923918
370	0.4399780979
371	0.4399319408
372	0.439858069
373	0.4398440783
374	0.4398269483
375	0.4398219164
376	0.4397855387
377	0.4397592181
378	0.4396863033
379	0.4396763563
380	0.4396037094
381	0.4395630861
382	0.4395269274
383	0.439496335
384	0.4394764331
385	0.4394602491
386	0.4394100156
387	0.4393897136
388	0.439367897
389	0.4393426914
390	0.4393165666
391	0.4392711323
392	0.4392607032
393	0.4392254143
394	0.4392033142
395	0.4391297209
396	0.439089169
397	0.4390636613
398	0.4390407278
399	0.4390038833
400	0.4389425167
401	0.4389171702
402	0.4388970009
403	0.4388763245
404	0.438852477
405	0.4388367734
406	0.4388191798
407	0.4387831587
408	0.4387455707
409	0.4387215429
410	0.4386998061
411	0.4386617803
412	0.4385703408
413	0.4385327188
414	0.4385153108
415	0.4384921344
416	0.4384502181
417	0.4384117816
418	0.4383373707
419	0.4383123762
420	0.4382916693
421	0.4382434064
422	0.4381843885
423	0.4381709985
424	0.4381289984
425	0.4381165911
426	0.4380427804
427	0.4379770428
428	0.4379052898
429	0.4378889769
430	0.4378704662
431	0.4378299523
432	0.4377753832
433	0.4377254576
434	0.4377057421
435	0.4376752941
436	0.4375978141
437	0.4375413897
438	0.4375141697
439	0.4374985085
440	0.4374896082
441	0.4374762335
442	0.4374225066
443	0.4374084153
444	0.4373580758
445	0.4373366921
446	0.4373045321
447	0.4372529584
448	0.4371999988
449	0.4371600334
450	0.4371443053
451	0.437090485
452	0.4370191805
453	0.4369670915
454	0.4369386973
455	0.4369161625
456	0.4368935896
457	0.4368543649
458	0.4368257969
459	0.4368087324
460	0.4367937213
461	0.4367763053
462	0.4367586706
463	0.436704096
464	0.4366682896
465	0.436628078
466	0.4366064776
467	0.4365828722
468	0.4365683121
469	0.4365491075
470	0.436496273
471	0.4364798213
472	0.4364412618
473	0.4363924798
474	0.4363772332
475	0.4363353287
476	0.4362719502
477	0.4362633664
478	0.4362451289
479	0.4362101937
480	0.4361779472
481	0.4361629847
482	0.4361219905
483	0.4361057576
484	0.4360883614
485	0.4360461095
486	0.436029929
487	0.4360107574
488	0.4359747404
489	0.4359316319
490	0.4359258746
491	0.4358668876
492	0.4358460687
493	0.4358341361
494	0.4358158441
495	0.435793348
496	0.4357702384
497	0.4357567188
498	0.4357256382
499	0.4357168794
500	0.4357006234
501	0.4356322377
502	0.4356103623
503	0.4355687977
504	0.4355473645
505	0.4354998784
506	0.4354329182
507	0.4354027894
508	0.4353968176
509	0.4353795345
510	0.435349701
511	0.4353250313
512	0.4352767833
513	0.435256234
514	0.435216902
515	0.4351873001
516	0.4351756757
517	0.4351480019
518	0.4351309151
519	0.4351070376
520	0.4350850136
521	0.4350452907
522	0.4350036519
523	0.4349777527
524	0.4349599853
525	0.4349455108
526	0.4349262002
527	0.4348642407
528	0.4348450557
529	0.4347948788
530	0.4347486334
531	0.4347383948
532	0.4346929727
533	0.4346750838
534	0.4346401149
535	0.4346061531
536	0.4345846304
537	0.4345756765
538	0.434541787
539	0.4345066375
540	0.4344760263
541	0.4344428744
542	0.4344303105
543	0.4343878975
544	0.4343735544
545	0.4343549122
546	0.4343024609
547	0.4342922389
548	0.434264503
549	0.4342439524
550	0.4341923461
551	0.4341678755
552	0.4341467929
553	0.4341184225
554	0.4341079861
555	0.4340778827
556	0.4340528574
557	0.4340361401
558	0.433980725
559	0.4339647458
560	0.4339573251
561	0.4339380782
562	0.4339269119
563	0.4338779181
564	0.4338121032
565	0.4337530951
566	0.4337155863
567	0.4336890031
568	0.4336823009
569	0.4336272487
570	0.4336134485
571	0.4335992279
572	0.4335473047
573	0.4335303246
574	0.4334860783
575	0.4334577628
576	0.4334305625
577	0.4334228828
578	0.433404287
579	0.4333722499
580	0.4333175984
581	0.4332887762
582	0.4332505245
583	0.4332376015
584	0.433226565
585	0.4331896372
586	0.4331620587
587	0.4331317536
588	0.433117156
589	0.433068461
590	0.4330506997
591	0.4330225464
592	0.4329908047
593	0.4329774351
594	0.432971433
595	0.4329642271
596	0.4329453431
597	0.4329371243
598	0.4329185939
599	0.4328893954
600	0.432853593
601	0.4328154583
602	0.4327979867
603	0.4327503776
604	0.4327318061
605	0.4327153593
606	0.4327088558
607	0.4326839704
608	0.4326241638
609	0.4325961266
610	0.4325612041
611	0.4325542895
612	0.4325428759
613	0.4325304236
614	0.4325103994
615	0.4324910122
616	0.4324714353
617	0.4324481922
618	0.4324110511
619	0.4323608144
620	0.4323484834
621	0.4323270122
622	0.4323129588
623	0.4322315655
624	0.4322149813
625	0.4321891339
626	0.4321630995
627	0.432146979
628	0.4321112349
629	0.432088495
630	0.4320640427
631	0.4320308597
632	0.4320173642
633	0.4319830238
634	0.4319409878
635	0.4318966843
636	0.4318570654
637	0.4318151115
638	0.4317630487
639	0.4317285894
640	0.4316993336
641	0.4316624192
642	0.4316285272
643	0.4316115533
644	0.4316006656
645	0.4315781675
646	0.43154669
647	0.4315205617
648	0.4314994605
649	0.4314452287
650	0.4314214341
651	0.431397366
652	0.4313471168
653	0.4313154765
654	0.4312860979
655	0.4312604589
656	0.4312492034
657	0.4312418424
658	0.4312023157
659	0.4311890736
660	0.4311835577
661	0.431174325
662	0.4311566768
663	0.431140012
664	0.4310994785
665	0.4310822276
666	0.4310738902
667	0.4309937986
668	0.4309486699
669	0.4309238461
670	0.430922626
671	0.4308843593
672	0.4308500635
673	0.430822469
674	0.4307860324
675	0.4307665103
676	0.430719587
677	0.4307000609
678	0.4306775362
679	0.4306427906
680	0.4306164849
681	0.4305854197
682	0.43054138
683	0.4305182184
684	0.4304897789
685	0.4304652118
686	0.4304365802
687	0.4304282454
688	0.4303889321
689	0.4303676337
690	0.4303507669
691	0.430342144
692	0.4303207535
693	0.4303020363
694	0.4302946053
695	0.4302301719
696	0.4301850583
697	0.4301598775
698	0.4301415718
699	0.4301252192
700	0.4300940896
701	0.4300832472
702	0.4300541174
703	0.4300279972
704	0.430001465
705	0.4299622971
706	0.4299321481
707	0.4298985693
708	0.4298780492
709	0.429837814
710	0.4298095649
711	0.4297753148
712	0.4297528995
713	0.4297350787
714	0.4297034244
715	0.4296908142
716	0.4296727712
717	0.4296399102
718	0.4296224063
719	0.4295714602
720	0.4295433821
721	0.4295243839
722	0.4294941516
723	0.4294638422
724	0.4294467459
725	0.4294306162
726	0.4294000714
727	0.4293613919
728	0.4293466354
729	0.4292799046
730	0.4292399219
731	0.4292257492
732	0.429197878
733	0.4291657166
734	0.4291509101
735	0.4290998122
736	0.4290784551
737	0.4290633074
738	0.4290256347
739	0.4289972646
740	0.4289717658
741	0.4289301412
742	0.428883112
743	0.4288502979
744	0.4288215497
745	0.4288086949
746	0.4287800071
747	0.4287253209
748	0.4286775186
749	0.4286552863
750	0.4286201173
751	0.4285769061
752	0.4285488412
753	0.4285248462
754	0.4284731808
755	0.4284645163
756	0.4284294501
757	0.4284217207
758	0.4284073275
759	0.4283816958
760	0.4283692383
761	0.4283375938
762	0.4283183331
763	0.4282579967
764	0.4282340858
765	0.4282113289
766	0.4281840014
767	0.4281565156
768	0.4281252718
769	0.4280918362
770	0.4280586984
771	0.4280272197
772	0.4279612114
773	0.4279450842
774	0.4279109376
775	0.427896308
776	0.4278817602
777	0.4278496502
778	0.427802823
779	0.4277933507
780	0.4277567875
781	0.4277213893
782	0.4276835287
783	0.4276445731
784	0.4276108505
785	0.4275658288
786	0.4275473863
787	0.4275177471
788	0.4274710952
789	0.4274603875
790	0.4274543915
791	0.4274482356
792	0.4274036343
793	0.4273969939
794	0.4273855199
795	0.4273460811
796	0.4272751455
797	0.4272662571
798	0.4272485032
799	0.4272202425
800	0.4271996559
801	0.4271584246
802	0.4271356476
803	0.4271176897
804	0.4270936877
805	0.4270488091
806	0.4270279481
807	0.4269939148
808	0.4269780615
809	0.4269002183
810	0.4268671971
811	0.4268337701
812	0.4268147407
813	0.4268001935
814	0.426794893
815	0.4267397527
816	0.4266971307
817	0.4266739181
818	0.4266498637
819	0.4266432515
820	0.4266172793
821	0.4265925718
822	0.4265728093
823	0.4265396102
824	0.4265238492
825	0.4264998701
826	0.4264701103
827	0.4264504173
828	0.4264443856
829	0.4264212169
830	0.4263946738
831	0.4263776266
832	0.4263299277
833	0.426313715
834	0.4262908906
835	0.4262625567
836	0.4262232847
837	0.4261885166
838	0.4261593327
839	0.4261253344
840	0.4261120086
841	0.4260738584
842	0.4260497381
843	0.4260364557
844	0.4260314409
845	0.4260011797
846	0.4259646151
847	0.4259304415
848	0.4259207216
849	0.4259140785
850	0.4258929508
851	0.4258547242
852	0.4258032954
853	0.4257855943
854	0.4257619517
855	0.4257300918
856	0.425680682
857	0.4256417086
858	0.4256277257
859	0.4255721392
860	0.4255658666
861	0.4255287785
862	0.4255166907
863	0.4254929173
864	0.4254545732
865	0.4254033402
866	0.4253621989
867	0.4253225512
868	0.4253029353
869	0.4252881774
870	0.4252643129
871	0.4252287316
872	0.4252110144
873	0.4251587644
874	0.42511941
875	0.42508125
876	0.4250509564
877	0.4250161302
878	0.4249967567
879	0.4249744305
880	0.4249675404
881	0.4249485509
882	0.4249202986
883	0.4248974014
884	0.4248587811
885	0.4248326287
886	0.42480071
887	0.4247610093
888	0.4246984362
889	0.4246686529
890	0.4246430258
891	0.4246223598
892	0.4245664803
893	0.4245536558
894	0.4245340224
895	0.4245082921
896	0.4244810868
897	0.4244698618
898	0.4244532551
899	0.4244239725
900	0.42438519
901	0.4243553474
902	0.4243313405
903	0.4243086341
904	0.4242921893
905	0.4242869879
906	0.42426494
907	0.4242544882
908	0.4242168925
909	0.4242000712
910	0.4241654782
911	0.424150884
912	0.4241395128
913	0.424132508
914	0.4241164818
915	0.4240966838
916	0.4240754237
917	0.4240568292
918	0.424032733
919	0.4239924287
920	0.4239757746
921	0.4239499153
922	0.4239104621
923	0.4239004773
924	0.423892147
925	0.423857891
926	0.4238455968
927	0.4238260101
928	0.423792029
929	0.4237551555
930	0.4237372391
931	0.4237217236
932	0.4237102517
933	0.4237066544
934	0.4236919155
935	0.4236661495
936	0.4236493638
937	0.4236199766
938	0.4236087155
939	0.4235897431
940	0.4235774082
941	0.4235530556
942	0.4235224972
943	0.4234999763
944	0.423484857
945	0.423467888
946	0.4234542948
947	0.423425323
948	0.4233969787
949	0.4233532001
950	0.4233379064
951	0.4233160176
952	0.4233023507
953	0.4232870519
954	0.4232333505
955	0.4232245012
956	0.4232201789
957	0.4232092042
958	0.4231840083
959	0.4231659904
960	0.4231321213
961	0.4230781695
962	0.4230447389
963	0.4230323923
964	0.4229884861
965	0.4229532518
966	0.4229397877
967	0.4229053368
968	0.4228938195
969	0.4228717927
970	0.4228422314
971	0.4228327802
972	0.4228073563
973	0.422795145
974	0.4227848943
975	0.4227728826
976	0.4227557297
977	0.4227329325
978	0.4227197881
979	0.4226525405
980	0.4226410232
981	0.4225956715
982	0.4225888581
983	0.4225783905
984	0.4225571811
985	0.4225218814
986	0.4225039275
987	0.4224739918
988	0.4224511123
989	0.4224368053
990	0.4223987035
991	0.4223751211
992	0.4223494902
993	0.4223223211
994	0.4223210418
995	0.4223160175
996	0.422289885
997	0.4222622352
998	0.4222531465
999	0.4222380734
1000	0.4222302099
1001	0.4222077149
1002	0.4221973516
1003	0.4221807995
1004	0.4221395048
1005	0.4221249079
1006	0.4221120931
1007	0.4220772543
1008	0.4220281486
1009	0.4220182662
1010	0.4220037839
1011	0.4219851853
1012	0.4219581923
1013	0.4219472552
1014	0.4219291719
1015	0.4218825639
1016	0.4218513772
1017	0.4218270182
1018	0.4218227952
1019	0.4218007771
1020	0.4217795083
1021	0.4217615471
1022	0.4217505575
1023	0.4217059322
1024	0.4216783817
1025	0.4216495461
1026	0.4216167364
1027	0.4215774775
1028	0.4215502678
1029	0.4215110982
1030	0.4214918885
1031	0.421470475
1032	0.4214489891
1033	0.4214296752
1034	0.4213931411
1035	0.4213669881
1036	0.4213455503
1037	0.4213050084
1038	0.4212870538
1039	0.4212501538
1040	0.421206259
1041	0.4211841241
1042	0.4211359185
1043	0.4211181974
1044	0.4211079753
1045	0.4210925844
1046	0.4210781914
1047	0.4210416508
1048	0.4210111825
1049	0.4210008354
1050	0.4209854167
1051	0.4209384806
1052	0.4209111013
1053	0.4208879324
1054	0.4208560477
1055	0.420797002
1056	0.4207694172
1057	0.420752564
1058	0.4207444531
1059	0.4207307396
1060	0.4207078633
1061	0.4206958796
1062	0.4206560919
1063	0.4206414046
1064	0.4206159091
1065	0.420594916
1066	0.42058172
1067	0.4205450871
1068	0.4205255388
1069	0.4205054857
1070	0.4204830316
1071	0.4204482835
1072	0.4204206461
1073	0.4204057753
1074	0.4203762746
1075	0.4203562542
1076	0.4203379853
1077	0.4203270606
1078	0.4202986601
1079	0.4202832806
1080	0.4202560507
1081	0.4202306414
1082	0.4202137799
1083	0.4202063051
1084	0.4201789266
1085	0.4201611325
1086	0.4201541955
1087	0.4201192823
1088	0.4200962784
1089	0.4200627315
1090	0.4200270458
1091	0.4200118125
1092	0.4199826679
1093	0.4199776774
1094	0.4199586776
1095	0.4199374418
1096	0.4198871671
1097	0.4198661602
1098	0.4198402537
1099	0.4198026252
1100	0.4197755701
1101	0.4197459684
1102	0.4197389626
1103	0.4196979455
1104	0.4196838613
1105	0.4196585343
1106	0.4196431753
1107	0.4196131359
1108	0.4195605118
1109	0.4195402707
1110	0.4194924597
1111	0.4194648735
1112	0.4194577813
1113	0.4194518348
1114	0.4194348116
1115	0.4194126502
1116	0.4194020546
1117	0.4193869855
1118	0.4193452023
1119	0.419287979
1120	0.4192699339
1121	0.4192620747
1122	0.4192383356
1123	0.4192156254
1124	0.4191745582
1125	0.419140627
1126	0.4191067925
1127	0.4190662385
1128	0.4190565638
1129	0.4190331582
1130	0.4190190779
1131	0.418980138
1132	0.4189644605
1133	0.418937484
1134	0.4189072128
1135	0.4188771188
1136	0.4188482682
1137	0.4187996955
1138	0.4187516823
1139	0.418707103
1140	0.4186825206
1141	0.4186678446
1142	0.4186481625
1143	0.4186197022
1144	0.4185726123
1145	0.4185517849
1146	0.4185236007
1147	0.4184966034
1148	0.4184629817
1149	0.4184229742
1150	0.4183942724
1151	0.4183784436
1152	0.4183645415
1153	0.4183323625
1154	0.4183159735
1155	0.4183036869
1156	0.4182903883
1157	0.418282967
1158	0.4182643702
1159	0.4182288115
1160	0.4182253227
1161	0.4181949389
1162	0.4181630216
1163	0.4181489063
1164	0.4181232534
1165	0.41809642
1166	0.4180785837
1167	0.4180639841
1168	0.4180496542
1169	0.4180376873
1170	0.4179977156
1171	0.417982908
1172	0.4179702656
1173	0.4179609634
1174	0.4179435841
1175	0.4179248067
1176	0.4178959845
1177	0.4178671725
1178	0.4178428369
1179	0.4178240239
1180	0.417811027
1181	0.4178018808
1182	0.4177694358
1183	0.4177365341
1184	0.4177135419
1185	0.417696096
1186	0.4176741394
1187	0.4176572677
1188	0.4176314003
1189	0.4176108099
1190	0.4175730707
1191	0.4175421976
1192	0.4175227188
1193	0.4174995293
1194	0.4174815764
1195	0.417452735
1196	0.4174229911
1197	0.4173566041
1198	0.4173272214
1199	0.4173065767
1200	0.4172661462
1201	0.4172403259
1202	0.4172036063
1203	0.4171790394
1204	0.4171610349
1205	0.4171328234
1206	0.4171103657
1207	0.4170985973
1208	0.4170767837
1209	0.4170589977
1210	0.4170375428
1211	0.4170034041
1212	0.4169715995
1213	0.4169295426
1214	0.4169125552
1215	0.4168978978
1216	0.4168742841
1217	0.416817978
1218	0.416797508
1219	0.4167780555
1220	0.4167642901
1221	0.4167260146
1222	0.4167042692
1223	0.4166596967
1224	0.4166210989
1225	0.4166031391
1226	0.4165888195
1227	0.4165694507
1228	0.4165565753
1229	0.4165472356
1230	0.4165101435
1231	0.4164741389
1232	0.4164580917
1233	0.4164155766
1234	0.4163940286
1235	0.4163734308
1236	0.4163557282
1237	0.416318004
1238	0.4162861006
1239	0.4162495529
1240	0.4162106973
1241	0.4162010501
1242	0.4161705063
1243	0.4161268061
1244	0.4161110267
1245	0.4160674201
1246	0.41603549
1247	0.4160270203
1248	0.4159976785
1249	0.4159771585
1250	0.4159521304
1251	0.4159182922
1252	0.4158924306
1253	0.4158761091
1254	0.4158379074
1255	0.4157976598
1256	0.4157779239
1257	0.415765408
1258	0.415727018
1259	0.4157045461
1260	0.4156863563
1261	0.4156509005
1262	0.4156370177
1263	0.4156265626
1264	0.4156179648
1265	0.4155946912
1266	0.415591192
1267	0.4155834115
1268	0.415567253
1269	0.4155526199
1270	0.4155423403
1271	0.4155008109
1272	0.4154685342
1273	0.4154574515
1274	0.4154140749
1275	0.4153801363
1276	0.4153600118
1277	0.4153350909
1278	0.4153235734
1279	0.415303146
1280	0.4152810513
1281	0.415262009
1282	0.4152177141
1283	0.4151858639
1284	0.415176271
1285	0.4151480155
1286	0.4151316577
1287	0.4151061771
1288	0.4150927902
1289	0.4150881612
1290	0.4150846217
1291	0.4150553632
1292	0.4150475815
1293	0.4149925181
1294	0.4149448406
1295	0.4149209284
1296	0.4149023703
1297	0.4148811525
1298	0.4148682104
1299	0.4148477364
1300	0.4148127688
1301	0.4147980752
1302	0.4147823681
1303	0.4147590318
1304	0.4147338229
1305	0.4147052348
1306	0.4146949142
1307	0.4146760187
1308	0.4146518838
1309	0.4146321119
1310	0.4146100961
1311	0.4145763323
1312	0.4145583519
1313	0.4145235384
1314	0.4144800849
1315	0.4144491201
1316	0.41439589
1317	0.4143552345
1318	0.4143256172
1319	0.4143095027
1320	0.4142878605
1321	0.4142713911
1322	0.4142365021
1323	0.4142243916
1324	0.4141904195
1325	0.4141775935
1326	0.414152246
1327	0.4141293898
1328	0.4141174896
1329	0.4140935088
1330	0.414065152
1331	0.4140322567
1332	0.4140097298
1333	0.4140058149
1334	0.413981147
1335	0.4139667617
1336	0.4139547757
1337	0.4139432671
1338	0.4139360754
1339	0.4139188307
1340	0.413898192
1341	0.4138657324
1342	0.4138469826
1343	0.4138331944
1344	0.4138115443
1345	0.4137634904
1346	0.4137396725
1347	0.4137096182
1348	0.4136979304
1349	0.413679025
1350	0.4136454832
1351	0.4136033783
1352	0.4135879905
1353	0.4135751908
1354	0.4135437564
1355	0.4135116751
1356	0.4134866584
1357	0.4134477321
1358	0.4134400194
1359	0.4134245695
1360	0.4134085887
1361	0.4133908783
1362	0.4133842863
1363	0.4133664183
1364	0.4133587561
1365	0.4133383206
1366	0.413306958
1367	0.4132835387
1368	0.4132714818
1369	0.4132269628
1370	0.4132050606
1371	0.4131935089
1372	0.413170831
1373	0.4131631204
1374	0.4131490326
1375	0.4131377757
1376	0.413132628
1377	0.4131098896
1378	0.4130983575
1379	0.4130716687
1380	0.4130447501
1381	0.4130221468
1382	0.4130185701
1383	0.4129887474
1384	0.4129715392
1385	0.4129513112
1386	0.4129352564
1387	0.4129066293
1388	0.4128691197
1389	0.4128563957
1390	0.4128262114
1391	0.4127789078
1392	0.4127521012
1393	0.4127285906
1394	0.4127161083
1395	0.4127051616
1396	0.4126794216
1397	0.4126516524
1398	0.4126335553
1399	0.4125866243
1400	0.4125758201
1401	0.4125480268
1402	0.4125380989
1403	0.4125070015
1404	0.4124899574
1405	0.4124473055
1406	0.4124386795
1407	0.4124039959
1408	0.4123841695
1409	0.4123770172
1410	0.4123554791
1411	0.4123451849
1412	0.412303276
1413	0.4122941436
1414	0.4122786416
1415	0.4122527949
1416	0.4122252287
1417	0.4122005198
1418	0.4121782081
1419	0.4121580795
1420	0.4121431146
1421	0.4121218392
1422	0.4121094483
1423	0.4120938786
1424	0.4120740934
1425	0.4120605581
1426	0.4120399856
1427	0.4120272029
1428	0.4120004901
1429	0.4119871709
1430	0.4119815022
1431	0.4119384077
1432	0.4119103212
1433	0.4118784002
1434	0.4118690199
1435	0.4118250383
1436	0.4117976931
1437	0.4117588618
1438	0.4117072947
1439	0.4116896983
1440	0.411665483
1441	0.411633014
1442	0.4115766228
1443	0.4115470241
1444	0.4115284796
1445	0.4115059984
1446	0.4114982429
1447	0.4114768364
1448	0.4114635508
1449	0.4114563424
1450	0.4114474161
1451	0.4114125139
1452	0.4113757299
1453	0.4113623912
1454	0.4113332838
1455	0.4113074666
1456	0.4112886777
1457	0.4112640906
1458	0.4112553485
1459	0.4112242455
1460	0.4112163145
1461	0.4111704029
1462	0.4111363287
1463	0.4111232639
1464	0.4111181085
1465	0.4110999819
1466	0.4110663845
1467	0.4110285829
1468	0.4110172196
1469	0.4109768047
1470	0.4109623623
1471	0.4109303836
1472	0.4109031581
1473	0.4108976658
1474	0.4108513043
1475	0.4108202187
1476	0.4107868263
1477	0.410771348
1478	0.4107247277
1479	0.4107194082
1480	0.4106917804
1481	0.4106745896
1482	0.410669263
1483	0.4106440145
1484	0.4106041508
1485	0.4105951357
1486	0.4105653423
1487	0.4105571602
1488	0.4105388543
1489	0.4104971408
1490	0.4104888933
1491	0.4104583455
1492	0.4104517291
1493	0.4104183224
1494	0.4104142266
1495	0.4103916355
1496	0.4103750423
1497	0.410343574
1498	0.4103102637
1499	0.4103005598
1500	0.4102837606
1501	0.4102397808
1502	0.4102300152
1503	0.4102141063
1504	0.4101992732
1505	0.4101875984
1506	0.4101514519
1507	0.410142315
1508	0.4101212964
1509	0.41011044
1510	0.4100997068
1511	0.4100747413
1512	0.4100232167
